x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11
0.3355108085141636 2.167272649310967 3.71065381157971 4.840759421513341 6.2033460529053315 7.7477122897289314 9.330623030006242 11.189203970960099 12.720602920498422 13.981986276746593 15.190803909117928
0.34271194742849853 2.1644357720766703 3.793823013647354 5.336278537515581 6.443276439205488 7.62113150518557 9.874848088935448 11.441121230894694 12.947200871799904 13.88157361445789 15.338174052264257
0.7806394667230625 1.8847339333130875 3.7932971924117824 5.028533964145586 6.186348150117409 7.986676155102755 9.648912490223916 10.905477302749308 12.208722211039637 14.473042973939794 15.36322175667156
0.8921780973489994 2.136042674977388 3.468976950657316 4.61774519181288 6.9464355383672025 7.825619237499833 9.246269176703839 11.082962611835839 12.505780172717284 13.557163597711035 15.771982223849285
0.15009742027293194 1.8987469034875282 3.132684723400857 5.226721313365926 6.819975664404572 8.070809902449554 9.158302615061714 11.334730479750839 12.248336797520068 14.31420680203064 15.287249903143888
0.11577333360349606 1.896260055649983 3.3634226174590207 5.296509077706518 6.899359545578056 7.550364535610258 9.762464665605481 10.887485131045924 12.381865326520096 13.596654731392064 15.793436984416626
0.7059793035241642 1.6302103165662412 3.685234616521721 4.61779674711933 6.833383234385882 7.518755822964048 9.916600760055964 11.293047776415813 12.941030660961875 13.8202422694743 15.86504081589395
0.015939528930544178 1.5361216780379519 3.3276384432854886 4.964299370673642 6.255656573754274 7.623646383314896 9.920520968871594 10.944262621628852 12.486597176068289 14.02393917470202 15.42020371598309
0.19929108653325356 2.3034230605830315 3.916210120306965 5.323369658153277 6.3106959471606086 8.139624962677287 9.101929542054327 10.976588440790898 12.220973834822527 13.884769961928525 15.018053885994181
0.7720333501600709 1.9187464299491672 3.389960223102175 5.261538163114869 6.2008949453704965 8.492089670722294 9.054541383478119 10.862455561395452 12.733256305753015 14.49086417207881 15.017243117823735
0.23713871857408408 1.5050637568536633 3.1338630937491385 4.997041842554298 6.437732769025153 7.729240090873902 9.614150614049827 10.85008073649594 12.423608100620612 14.062057740202057 15.628603485666346
0.2924159515061775 1.946965109832858 3.950525100219836 4.814648371094017 6.2362782575967035 8.261774678243835 9.760567045380327 10.70358734855833 12.402692648305456 14.153826198900775 15.130026144154948
0.7020002737600315 1.7794601767994271 3.6754267505353067 4.734519240004539 6.398729963926265 8.296768652711695 9.728966881574442 11.463661721810638 12.949251169777765 14.423527542040016 15.70640725109688
0.31318663840693595 1.6447511299669808 3.1544435686855494 5.296585937957139 6.578056694520472 7.632210246163149 9.648124585993857 10.958898840612033 12.005201984309812 13.695419513632105 15.936406166320301
0.41604097959480346 2.3479294356546947 3.8671216087532487 5.209742708548948 6.5670539759747255 8.289000328275385 9.394012949947996 11.436692480239833 12.646316911568347 14.246591416281458 15.828040286182357
0.5207838906542297 2.449779481450721 3.7013513904285995 4.882747944690947 6.983629729806584 8.446578200219921 9.161235366358975 10.696793629502771 12.057302093671817 13.532047829457367 15.95801853280787
0.5834740977801234 1.726706698486935 3.139761572140229 5.338631424521873 6.5456182220433785 7.677622115440017 9.603362298854751 11.212714416002953 12.991946109742742 13.726887314219121 15.999098474074046
0.35666606063985684 1.8094453149970577 3.2570756134920096 5.41929392799775 6.657277593363336 8.027008756630028 9.292651730235002 11.167746428392306 12.494019429427965 14.118430184144763 15.774013027948564
0.7750399406299999 1.6792149927893825 3.850494090314519 4.786887852986885 6.437145023743269 8.144871970021594 9.32976786580649 10.910587128775077 12.630721036393581 13.948634241150963 15.692009430227674
0.19219536065184073 2.344705118301803 3.035778907339868 5.057707604560804 6.698110996712032 8.440753802162439 9.198068931925409 11.240547789980472 12.052328908314454 13.585771711070725 15.777790378412494
0.2691188871863559 1.7205587121663366 3.099980143648512 4.5623585188462545 6.996835622501588 8.220808331680004 9.370324604589076 10.848970164582449 12.656520856418425 13.542912039303502 15.576054554265513
0.3446723249198185 2.2869363014792246 3.7125731808404088 4.743061228612355 6.819215552160548 8.207611143671306 9.554850805370785 11.428972623427946 12.978263187278612 14.118819035604856 15.528153291574476
0.5663628499684568 2.3953273469213503 3.266752983509515 4.801517447815134 6.2964117678147264 8.199541543750898 9.575145578878203 11.268848218419974 12.838196082660843 14.351386850285092 15.248676858331141
0.6122981077384317 1.8275317342720407 3.345520503316605 4.701880598732428 6.785631106173467 8.194271376979136 9.247966540731717 10.719608383983783 12.039109854555393 13.791080433494358 15.252345353979676
0.6952079482307121 1.5830981444346768 3.0522457601662376 5.389890317801013 6.315670282059902 7.585596128139011 9.078719468602593 11.436579764775288 12.741240399329408 14.316109292349323 15.148765774830771
0.019795312231254414 1.5879786945762688 3.928917961600075 5.273266194125004 6.82826969328077 8.151422771915415 9.350733481471961 11.347259712694276 12.026004674699642 14.369688549963666 15.726344788020167
0.981967446502876 1.7655721069102983 3.537033052238132 4.852750039164754 6.4355257210938746 8.075809551777322 9.332126173683323 10.790923305159536 12.118420220188607 13.719289834247384 15.589494522974334
0.9791435147534859 2.1593410974607066 3.844347519852492 4.731083508793467 6.415332733196783 8.482419574520005 9.329248913835153 11.180196377649803 12.216490212123551 14.484489027889401 15.023203541088009
0.48351953967275896 1.9789578839168946 3.0648267397292743 4.664460190628855 6.1665212822039415 7.662826421404068 9.046848980873728 11.45091513033609 12.312211422793801 14.127067310316711 15.182621194581873
0.4882973531529069 1.612846431244383 3.455505103526347 4.55025289652505 6.338433533001622 8.459107202698824 9.087569762725101 11.146227296940934 12.910286114822203 14.288539887545998 15.12686514028105
