x1 x2 x3 x4 x5 x6 x7 x8 x9
0.4224492304152614 2.1729043305847098 3.922901910982387 5.472780209004645 6.264519351424738 8.289747438767565 9.540765116942897 11.199147294791166 12.22426307212358
0.4552216430738152 1.639578950860526 3.33952050388229 5.014196048158986 6.61220434570902 8.02866702346247 9.575198934499834 11.475074642126957 12.091629050925512
0.5094946934238813 2.0692582035164855 3.5879219792575308 5.038107188653173 6.094420226314594 8.49178445915146 9.28997457549669 10.821768456356002 12.066478100925139
0.01073691144168265 2.3927638909787903 3.2786252023320053 5.0569566193959385 6.16583226769197 8.30134820310886 9.737821945382837 11.30699750441836 12.07575218388641
0.6522484877386874 2.3012522545405005 3.3546429426903837 4.9491563555754485 6.904253595160947 8.127550712946597 9.602923871820243 10.50943253802512 12.242110722518309
0.32293795844216033 2.450533571201009 3.7486841292954205 5.1584050561960755 6.3980050044097805 8.042434748235179 9.547601731594165 10.76008224790589 12.40326073934369
0.44584942828460705 2.2107376034796227 3.556190994015294 4.754253016667342 6.795551067784385 8.248544995780986 9.161202562870756 10.723048183884549 12.426713260454674
0.5504340971628461 2.063451367954785 3.6447115107581882 4.951046988092273 6.933549351786913 7.730194188244957 9.153852792493485 11.395657766283286 12.609784604463199
0.7891397201339991 1.951869877738941 3.858164699370568 5.141215872675558 6.2564045275070885 7.827555114932728 9.32931906316992 11.222267404637337 12.69945447434381
0.9448286097980245 1.8676184982817963 3.737223347924493 5.117010268756576 6.184311486131366 7.9205888038048595 9.08187007386231 10.554632190059056 12.221296879164642
0.8130466237814247 2.4556018286314893 3.0035861058578583 4.638783881034666 6.788769289897503 8.496461156174968 9.139785196792388 10.726781640255451 12.166609971196628
0.5790683756402843 2.4157306748407086 3.157840068235113 5.375562841118943 6.447995627287452 7.545451114540806 9.456855385830462 11.291492373198807 12.260016630421278
0.06319742430937692 2.1712818435977725 3.13867856491357 4.607068946565723 6.437646572613521 8.166987228451438 9.70202307527702 10.921105254493783 12.030721852127252
0.5743628240964065 2.4991140548257382 3.8650539363022984 4.699876502140769 6.612050337909137 7.660135756850084 9.477246368522277 10.671565149582849 12.648015905939914
