x states switches
1 3 0
2 3 0
3 5 0
4 5 0
5 3 0
6 5 0
7 5 0
8 2 1
9 2 0
10 2 0
11 2 0
12 2 0
13 4 0
14 2 0
15 2 0
16 2 0
17 2 0
18 2 0
19 2 0
20 2 0
21 2 0
22 2 0
23 2 0
24 2 0
25 2 0
26 2 0
27 2 0
28 2 0
29 2 0
30 2 0
31 2 0
32 2 0
33 2 0
34 2 0
35 2 0
36 2 0
37 2 0
38 2 0
39 2 0
40 2 0
41 2 0
42 2 0
43 2 0
44 2 0
45 2 0
46 2 0
47 2 0
48 2 0
49 2 0
50 2 0
51 2 0
52 2 0
53 2 0
54 2 0
55 2 0
56 2 0
57 2 0
58 2 0
59 2 0
60 2 0
61 2 0
62 2 0
63 2 0
64 2 0
65 3 0
66 2 0
67 2 0
68 2 0
69 2 0
70 2 0
71 2 0
72 2 0
73 2 0
74 2 0
75 2 0
76 2 0
77 2 0
78 2 0
79 2 0
80 2 0
81 2 0
82 2 0
83 2 0
84 2 0
85 2 0
86 2 0
87 2 0
88 2 0
89 2 0
90 2 0
91 2 0
92 2 0
93 2 0
94 2 0
95 2 0
96 2 0
97 2 0
98 2 0
99 2 0
100 2 0
101 2 0
102 2 0
103 2 0
104 2 0
105 2 0
106 2 0
107 2 0
108 2 0
109 2 0
110 2 0
111 2 0
112 2 0
113 3 0
114 2 0
115 2 0
116 2 0
117 2 0
118 2 0
119 2 0
120 5 1
121 5 0
122 3 1
123 3 0
124 3 0
125 3 0
126 3 0
127 3 0
128 3 0
129 3 0
130 3 0
131 3 0
132 3 0
133 3 0
134 3 0
135 3 0
136 3 0
137 3 0
138 3 0
139 3 0
140 3 0
141 3 0
142 3 0
143 3 0
144 3 0
145 3 0
146 3 0
147 3 0
148 3 0
149 3 0
150 3 0
151 3 0
152 3 0
153 3 0
154 3 0
155 3 0
156 3 0
157 3 0
158 3 0
159 3 0
160 3 0
161 3 0
162 3 0
163 3 0
164 3 0
165 3 0
166 3 0
167 3 0
168 3 0
169 5 0
170 3 0
171 3 0
172 3 0
173 3 0
174 3 0
175 3 0
176 3 0
177 3 0
178 3 0
179 3 0
180 3 0
181 3 0
182 3 0
183 3 0
184 3 0
185 3 0
186 3 0
187 3 0
188 3 0
189 3 0
190 3 0
191 3 0
192 3 0
193 3 0
194 3 0
195 3 0
196 3 0
197 3 0
198 3 0
199 3 0
200 3 0
201 3 0
202 3 0
203 3 0
204 3 0
205 3 0
206 3 0
207 3 0
208 3 0
209 3 0
210 3 0
211 3 0
212 3 0
213 3 0
214 3 0
215 3 0
216 3 0
217 3 0
218 3 0
219 3 0
220 3 0
221 3 0
222 3 0
223 3 0
224 3 0
225 3 0
226 3 0
227 3 0
228 3 0
229 3 0
230 1 1
231 1 0
232 1 0
233 1 0
234 1 0
235 1 0
236 1 0
237 1 0
238 1 0
239 1 0
240 1 0
241 1 0
242 1 0
243 1 0
244 1 0
245 1 0
246 1 0
247 1 0
248 1 0
249 1 0
250 1 0
251 1 0
252 1 0
253 1 0
254 1 0
255 1 0
256 1 0
257 1 0
258 1 0
259 1 0
260 1 0
261 1 0
262 1 0
263 1 0
264 1 0
265 1 0
266 1 0
267 1 0
268 1 0
269 1 0
270 1 0
271 1 0
272 1 0
273 1 0
274 1 0
275 1 0
276 1 0
277 1 0
278 1 0
279 1 0
280 1 0
281 1 0
282 1 0
283 1 0
284 1 0
285 1 0
286 2 0
287 1 0
288 1 0
289 1 0
290 1 0
291 1 0
292 1 0
293 1 0
294 1 0
295 1 0
296 1 0
297 1 0
298 1 0
299 1 0
300 1 0
301 1 0
302 1 0
303 1 0
304 1 0
305 1 0
306 1 0
307 1 0
308 1 0
309 1 0
310 1 0
311 1 0
312 1 0
313 1 0
314 1 0
315 1 0
316 1 0
317 1 0
318 1 0
319 1 0
320 1 0
321 1 0
322 1 0
323 1 0
324 1 0
325 1 0
326 1 0
327 1 0
328 1 0
329 1 0
330 1 0
331 1 0
332 1 0
333 1 0
334 1 0
335 1 0
336 1 0
337 1 0
338 1 0
339 1 0
340 1 0
341 1 0
342 1 0
343 1 0
344 1 0
