x truemean samples switches
1 1.1915557734285787 3.2663655489705543 0
2 1.1915557734285787 0.21830565336828023 0
3 1.1915557734285787 1.0899489793696358 0
4 1.1915557734285787 -0.35095742439423394 0
5 1.1915557734285787 1.292348664783382 0
6 1.1915557734285787 1.1895816366894771 0
7 1.1915557734285787 2.2003455108487278 0
8 1.008789737420149 1.8530124813734907 1
9 1.008789737420149 2.1668643640821754 0
10 1.008789737420149 0.533630953799022 0
11 1.008789737420149 0.7641782163244517 0
12 1.008789737420149 1.0806624304076085 0
13 1.008789737420149 0.4959794037406199 0
14 1.008789737420149 -0.5714487953011538 0
15 1.008789737420149 1.5204485654875817 0
16 1.008789737420149 0.3015171681888429 0
17 1.008789737420149 -0.15730760033693114 0
18 1.008789737420149 0.5763970009772327 0
19 1.008789737420149 0.29983267894021404 0
20 1.008789737420149 0.8003675077936612 0
21 1.008789737420149 0.26275710463876467 0
22 1.008789737420149 1.3630657164932134 0
23 1.008789737420149 0.6884195456764182 0
24 1.008789737420149 2.3828063266152557 0
25 1.008789737420149 1.3512924543545233 0
26 1.008789737420149 0.41318900206308884 0
27 1.008789737420149 1.6217276161582708 0
28 1.008789737420149 1.6308340912735122 0
29 1.008789737420149 0.27986964166095785 0
30 1.008789737420149 1.6422448378506447 0
31 1.008789737420149 1.6962197576900127 0
32 1.008789737420149 0.8736961366757616 0
33 1.008789737420149 1.5016121462072838 0
34 1.008789737420149 1.1654994918574486 0
35 1.008789737420149 2.248368175214784 0
36 1.008789737420149 -0.20165458474306175 0
37 1.008789737420149 0.6946241757354155 0
38 1.008789737420149 1.7426564308494532 0
39 1.008789737420149 -0.5190366018057475 0
40 1.008789737420149 2.2795357273331303 0
41 1.008789737420149 1.291310517571955 0
42 1.008789737420149 0.3947791958771957 0
43 1.008789737420149 2.5447751425566807 0
44 1.008789737420149 -0.09360468039379599 0
45 1.008789737420149 0.2872338398388471 0
46 1.008789737420149 0.52459919418221 0
47 1.008789737420149 2.087695619544693 0
48 1.008789737420149 1.2176931842606382 0
49 1.008789737420149 0.3228704796238526 0
50 1.008789737420149 0.7484274919929028 0
51 1.008789737420149 0.5869536579881653 0
52 1.008789737420149 0.13059064344794258 0
53 1.008789737420149 1.7434574079271106 0
54 1.008789737420149 2.4766212758639066 0
55 1.008789737420149 0.6873851981328822 0
56 1.008789737420149 0.5260837316218234 0
57 1.008789737420149 0.4684516609637801 0
58 1.008789737420149 1.7729566273827313 0
59 1.008789737420149 1.3697005322692435 0
60 1.008789737420149 -0.030736649881547784 0
61 1.008789737420149 0.6074823709697982 0
62 1.008789737420149 2.2299194275762333 0
63 1.008789737420149 0.22773927391716564 0
64 1.008789737420149 1.5569954103865584 0
65 1.008789737420149 2.4457147923027254 0
66 1.008789737420149 1.3335123172700496 0
67 1.008789737420149 -0.0027949953435655317 0
68 1.008789737420149 2.055809604020042 0
69 1.008789737420149 0.15942021539280027 0
70 1.008789737420149 1.577085484548697 0
71 1.008789737420149 -0.14097009386456572 0
72 1.008789737420149 1.3999816075274705 0
73 1.008789737420149 0.014954697682865836 0
74 1.008789737420149 0.9864881849342606 0
75 1.008789737420149 -0.19886163648893462 0
76 1.008789737420149 0.902032877690949 0
77 1.008789737420149 0.7402735742115201 0
78 1.008789737420149 0.7643413929255957 0
79 1.008789737420149 2.136150706135729 0
80 1.008789737420149 2.313656114119277 0
81 1.008789737420149 2.6874873403866832 0
82 1.008789737420149 0.3798677011374916 0
83 1.008789737420149 0.8097835490542618 0
84 1.008789737420149 1.0442986125242988 0
85 1.008789737420149 0.7495282564927397 0
86 1.008789737420149 2.1889034538175256 0
87 1.008789737420149 3.129637328194979 0
88 1.008789737420149 1.7784792731234518 0
89 1.008789737420149 1.6438518863245877 0
90 1.008789737420149 2.69990917039975 0
91 1.008789737420149 1.2881827911983594 0
92 1.008789737420149 -0.3555062761674517 0
93 1.008789737420149 2.10775622032373 0
94 1.008789737420149 1.6564300447420606 0
95 1.008789737420149 1.0281241928641778 0
96 1.008789737420149 2.025802753576973 0
97 1.008789737420149 2.7097473079541783 0
98 1.008789737420149 1.290323298728578 0
99 1.008789737420149 -0.11028065677420718 0
100 1.008789737420149 2.3062989011330632 0
101 1.008789737420149 1.4824710564286385 0
102 1.008789737420149 2.7303074075171745 0
103 1.008789737420149 2.8231926282519195 0
104 1.008789737420149 0.38053643035820917 0
105 1.008789737420149 1.0628541807199434 0
106 1.008789737420149 0.2696985415781036 0
107 1.008789737420149 0.5493302578662089 0
108 1.008789737420149 -0.37336343100833025 0
109 1.008789737420149 0.787113097811239 0
110 1.008789737420149 2.4013443877223333 0
111 1.008789737420149 1.7982645974290812 0
112 1.008789737420149 0.9933292148237625 0
113 1.008789737420149 1.3060314078469182 0
114 1.008789737420149 1.4084253638344895 0
115 1.008789737420149 0.186874960512054 0
116 1.008789737420149 0.4884116903095773 0
117 1.008789737420149 0.18758067180497995 0
118 1.008789737420149 0.500124778733391 0
119 1.008789737420149 2.391515494579351 0
120 1.008789737420149 3.0155653935160776 0
121 1.008789737420149 0.6148906341661527 0
122 1.008789737420149 1.4379843745631185 0
123 1.008789737420149 0.5036246074168454 0
124 1.008789737420149 2.3352116803231486 0
125 1.008789737420149 1.2106542360244223 0
126 1.008789737420149 1.8009209366091299 0
127 1.008789737420149 0.9313964475833391 0
128 1.008789737420149 2.2308832294610133 0
129 1.008789737420149 1.0135638770859599 0
130 1.008789737420149 -0.043603695087187644 0
131 1.008789737420149 2.1363836486534575 0
132 1.008789737420149 1.0967388658602928 0
133 1.008789737420149 -0.25453749353026 0
134 1.008789737420149 1.4695862162007258 0
135 1.008789737420149 -1.5070252378583597 0
136 1.008789737420149 2.0083129306248617 0
137 1.008789737420149 -1.7412738267139813 0
138 -1.0523934325073367 -1.2444183458304585 1
139 -1.0523934325073367 0.5710575646621865 0
140 -1.0523934325073367 -0.11990056921575565 0
141 -1.0523934325073367 -2.3700871399875165 0
142 -1.0523934325073367 -1.9961972846564704 0
143 -1.0523934325073367 -0.8178547065843671 0
144 -1.0523934325073367 -1.363793266041362 0
