x truemean samples switches
1 1.1915557734285787 1.3990367509827761 0
2 1.1915557734285787 1.0942307614225488 0
3 1.1915557734285787 1.1813950940226843 0
4 1.1915557734285787 1.0373044536462974 0
5 1.1915557734285787 1.201635062564059 0
6 1.1915557734285787 1.1913583597546684 0
7 1.1915557734285787 1.2924347471705935 0
8 1.008789737420149 1.0932120118154833 1
9 1.008789737420149 1.1245972000863518 0
10 1.008789737420149 0.9612738590580364 0
11 1.008789737420149 0.9843285853105793 0
12 1.008789737420149 1.0159770067188951 0
13 1.008789737420149 0.9575087040521961 0
14 1.008789737420149 0.8507658841480188 0
15 1.008789737420149 1.0599556202268923 0
16 1.008789737420149 0.9380624804970185 0
17 1.008789737420149 0.892180003644441 0
18 1.008789737420149 0.9655504637758574 0
19 1.008789737420149 0.9378940315721556 0
20 1.008789737420149 0.9879475144575003 0
21 1.008789737420149 0.9341864741420106 0
22 1.008789737420149 1.0442173353274555 0
23 1.008789737420149 0.976752718245776 0
24 1.008789737420149 1.1461913963396597 0
25 1.008789737420149 1.0430400091135865 0
26 1.008789737420149 0.9492296638844431 0
27 1.008789737420149 1.0700835252939613 0
28 1.008789737420149 1.0709941728054855 0
29 1.008789737420149 0.93589772784423 0
30 1.008789737420149 1.0721352474631987 0
31 1.008789737420149 1.0775327394471355 0
32 1.008789737420149 0.9952803773457104 0
33 1.008789737420149 1.0580719782988626 0
34 1.008789737420149 1.024460712863879 0
35 1.008789737420149 1.1327475811996126 0
36 1.008789737420149 0.887745305203828 0
37 1.008789737420149 0.9773731812516757 0
38 1.008789737420149 1.0821764067630795 0
39 1.008789737420149 0.8560071034975594 0
40 1.008789737420149 1.1358643364114471 0
41 1.008789737420149 1.0370418154353298 0
42 1.008789737420149 0.9473886832658538 0
43 1.008789737420149 1.1623882779338022 0
44 1.008789737420149 0.8985502956387545 0
45 1.008789737420149 0.9366341476620189 0
46 1.008789737420149 0.9603706830963552 0
47 1.008789737420149 1.1166803256326034 0
48 1.008789737420149 1.029680082104198 0
49 1.008789737420149 0.9401978116405194 0
50 1.008789737420149 0.9827535128774245 0
51 1.008789737420149 0.9666061294769507 0
52 1.008789737420149 0.9209698280229285 0
